chunk_id,theta_deg,phi_deg,M,gmin_Ainv,r_mrad,inner_ring
event://615,55.93,270.03,0,inf,inf,0
event://616,56.54,270.00,0,inf,inf,0
event://620,59.65,269.61,0,inf,inf,0
event://613,54.74,270.05,0,inf,inf,0
event://617,122.81,90.01,0,inf,inf,0
event://619,121.62,90.10,0,inf,inf,0
event://618,57.83,270.08,0,inf,inf,0
event://621,52.87,270.02,0,inf,inf,0
event://622,126.98,90.39,0,inf,inf,0
event://623,53.12,269.92,1,44.7955,255.75,0
event://624,53.15,269.91,1,48.5136,276.98,0
event://627,53.70,270.18,0,inf,inf,0
event://628,53.82,269.96,0,inf,inf,0
event://625,126.77,89.99,0,inf,inf,0
event://626,53.32,269.96,1,47.8765,273.34,0
event://629,53.97,270.08,0,inf,inf,0
event://630,54.34,270.12,0,inf,inf,0
event://631,54.54,269.87,0,inf,inf,0
event://632,124.98,90.13,0,inf,inf,0
event://633,55.27,270.15,0,inf,inf,0
event://634,55.77,269.94,0,inf,inf,0
event://635,56.16,270.03,0,inf,inf,0
event://637,122.85,90.05,0,inf,inf,0
event://638,57.73,269.90,0,inf,inf,0
event://636,56.60,270.01,0,inf,inf,0
event://639,121.66,90.02,1,46.1353,263.40,0
event://641,120.27,89.97,0,inf,inf,0
event://643,61.28,269.94,0,inf,inf,0
event://642,119.60,89.94,0,inf,inf,0
event://640,121.01,90.06,0,inf,inf,0
event://644,54.87,270.01,1,47.6854,272.25,0
event://646,124.89,89.94,0,inf,inf,0
event://645,54.94,269.96,0,inf,inf,0
event://647,55.10,269.76,0,inf,inf,0
event://650,124.49,89.88,0,inf,inf,0
event://648,55.18,269.96,0,inf,inf,0
event://649,55.35,269.86,0,inf,inf,0
event://651,124.30,89.87,0,inf,inf,0
event://652,124.08,90.02,0,inf,inf,0
event://654,123.64,90.04,0,inf,inf,0
event://653,56.20,270.10,0,inf,inf,0
event://655,56.90,269.95,0,inf,inf,0
event://656,122.81,90.00,0,inf,inf,0
event://657,57.60,269.98,0,inf,inf,0
event://659,121.57,90.02,0,inf,inf,0
event://658,58.04,270.03,0,inf,inf,0
event://661,59.67,269.86,0,inf,inf,0
event://660,120.94,90.03,0,inf,inf,0
event://662,60.17,270.01,0,inf,inf,0
event://663,119.23,90.03,0,inf,inf,0
event://666,63.51,270.28,0,inf,inf,0
event://664,118.57,89.98,0,inf,inf,0
event://665,117.93,90.34,0,inf,inf,0
event://667,123.04,90.01,0,inf,inf,0
event://669,56.83,269.96,0,inf,inf,0
event://668,56.92,270.05,0,inf,inf,0
event://670,57.12,270.28,0,inf,inf,0
event://671,122.91,89.89,0,inf,inf,0
event://674,122.42,90.00,1,49.6894,283.69,0
event://672,57.18,269.93,0,inf,inf,0
event://673,57.43,269.95,0,inf,inf,0
event://675,122.12,90.03,0,inf,inf,0
event://676,58.13,270.05,1,45.5704,260.17,0
event://677,121.65,90.07,0,inf,inf,0
event://678,121.30,89.95,0,inf,inf,0
event://679,120.87,90.02,0,inf,inf,0
event://682,60.45,269.99,0,inf,inf,0
event://680,120.53,89.97,0,inf,inf,0
event://681,59.88,269.92,0,inf,inf,0
event://683,60.82,270.06,0,inf,inf,0
event://684,61.37,270.01,0,inf,inf,0
event://689,115.28,90.01,0,inf,inf,0
event://685,118.12,90.03,0,inf,inf,0
event://686,62.52,270.03,0,inf,inf,0
event://687,63.03,270.00,1,49.0303,279.93,0
event://688,63.87,269.78,0,inf,inf,0
event://690,121.12,90.00,0,inf,inf,0
event://693,59.08,270.02,0,inf,inf,0
event://694,59.21,270.05,0,inf,inf,0
event://691,121.14,89.99,0,inf,inf,0
event://692,121.11,89.99,0,inf,inf,0
event://695,120.85,89.92,2,45.4813,259.66,0
event://697,120.39,89.98,0,inf,inf,0
event://696,59.37,270.04,1,50.7671,289.84,0
event://698,120.24,90.02,0,inf,inf,0
event://700,60.31,269.99,0,inf,inf,0
event://699,119.98,90.05,1,48.6138,277.55,0
event://701,60.64,269.94,0,inf,inf,0
event://703,61.35,270.01,1,48.2188,275.29,0
event://702,119.03,90.03,1,47.9204,273.59,0
event://704,118.26,90.06,0,inf,inf,0
event://705,62.26,269.96,0,inf,inf,0
event://706,117.33,90.03,0,inf,inf,0
event://712,113.68,90.40,0,inf,inf,0
event://711,114.50,90.11,0,inf,inf,0
event://708,116.25,89.97,0,inf,inf,0
event://710,64.88,270.09,0,inf,inf,0
event://709,115.71,90.02,0,inf,inf,0
event://707,116.87,90.03,0,inf,inf,0
event://713,60.77,269.98,1,50.7805,289.92,0
event://714,119.18,90.02,0,inf,inf,0
event://717,118.96,90.08,0,inf,inf,0
event://718,118.93,90.10,0,inf,inf,0
event://716,119.01,89.95,0,inf,inf,0
event://715,60.83,269.97,0,inf,inf,0
event://719,118.67,89.98,0,inf,inf,0
event://720,118.51,89.99,1,49.9979,285.45,0
event://721,118.26,90.03,0,inf,inf,0
event://726,116.72,90.00,0,inf,inf,0
event://724,62.50,269.85,0,inf,inf,0
event://725,117.17,90.07,0,inf,inf,0
event://723,117.77,89.90,0,inf,inf,0
event://722,118.04,89.97,0,inf,inf,0
event://728,115.97,90.00,0,inf,inf,0
event://727,63.65,269.94,1,44.9871,256.84,0
event://729,115.52,90.04,1,46.6054,266.08,0
event://731,114.56,89.95,0,inf,inf,0
event://733,113.49,90.06,0,inf,inf,0
event://734,112.95,89.98,0,inf,inf,0
event://735,67.87,270.08,0,inf,inf,0
event://730,115.03,90.06,0,inf,inf,0
event://732,114.07,90.02,0,inf,inf,0
event://736,62.69,270.01,0,inf,inf,0
event://741,63.19,270.00,0,inf,inf,0
event://740,117.04,89.93,0,inf,inf,0
event://739,62.83,269.97,0,inf,inf,0
event://737,117.23,90.01,0,inf,inf,0
event://742,63.21,269.93,0,inf,inf,0
event://738,62.83,269.99,0,inf,inf,0
event://743,116.56,90.03,0,inf,inf,0
event://744,116.31,90.05,0,inf,inf,0
event://745,63.92,270.03,0,inf,inf,0
event://746,115.89,90.01,0,inf,inf,0
event://748,115.33,89.94,0,inf,inf,0
event://747,115.64,90.01,0,inf,inf,0
event://749,114.96,90.07,0,inf,inf,0
event://750,65.43,270.04,0,inf,inf,0
event://753,66.63,270.05,1,50.7338,289.65,0
event://751,114.13,90.03,0,inf,inf,0
event://752,66.23,270.13,1,48.8184,278.72,0
event://758,69.31,269.89,0,inf,inf,0
event://756,111.73,89.99,0,inf,inf,0
event://757,68.85,270.02,0,inf,inf,0
event://755,67.71,269.98,0,inf,inf,0
event://754,112.85,90.02,0,inf,inf,0
event://759,115.23,90.06,0,inf,inf,0
event://763,64.97,270.03,0,inf,inf,0
event://765,114.74,90.00,0,inf,inf,0
event://760,64.69,270.04,0,inf,inf,0
event://764,65.08,270.15,0,inf,inf,0
event://761,115.26,89.99,0,inf,inf,0
event://762,115.10,89.98,0,inf,inf,0
event://766,65.44,270.00,0,inf,inf,0
event://767,65.51,270.09,0,inf,inf,0
event://772,66.77,269.97,0,inf,inf,0
event://769,114.02,90.02,0,inf,inf,0
event://773,67.24,269.95,0,inf,inf,0
event://768,114.22,89.96,0,inf,inf,0
event://770,66.29,269.94,0,inf,inf,0
event://771,113.41,90.06,1,48.3928,276.29,0
event://774,112.40,90.00,0,inf,inf,0
event://781,71.08,269.77,0,inf,inf,0
event://775,111.97,90.01,0,inf,inf,0
event://779,110.18,89.98,0,inf,inf,0
event://778,69.27,270.03,0,inf,inf,0
event://780,109.63,90.06,0,inf,inf,0
event://776,68.45,270.00,1,47.3003,270.05,0
event://782,66.65,269.93,0,inf,inf,0
event://777,68.85,269.89,0,inf,inf,0
event://784,113.31,90.01,0,inf,inf,0
event://785,66.74,270.01,0,inf,inf,0
event://783,113.29,89.96,0,inf,inf,0
event://789,67.43,270.03,0,inf,inf,0
event://788,67.14,270.04,1,46.9335,267.95,0
event://787,66.90,269.95,0,inf,inf,0
event://786,66.83,269.97,1,50.7920,289.98,0
event://790,112.52,89.95,0,inf,inf,0
event://792,67.84,269.98,0,inf,inf,0
event://793,68.10,270.08,0,inf,inf,0
event://795,111.28,90.05,1,47.9856,273.96,0
event://796,68.97,270.05,0,inf,inf,0
event://791,67.65,270.03,0,inf,inf,0
event://797,69.37,270.02,0,inf,inf,0
event://798,110.31,89.96,0,inf,inf,0
event://794,68.44,269.98,0,inf,inf,0
event://799,70.15,269.98,0,inf,inf,0
event://801,70.91,269.97,0,inf,inf,0
event://802,108.51,89.97,0,inf,inf,0
event://800,109.42,89.98,0,inf,inf,0
event://804,107.48,90.19,1,48.0082,274.09,0
event://803,72.00,269.97,0,inf,inf,0
event://805,68.57,270.02,0,inf,inf,0
event://806,111.42,89.94,1,47.1181,269.01,0
event://810,68.89,270.06,0,inf,inf,0
event://808,68.71,270.01,0,inf,inf,0
event://812,69.31,270.03,0,inf,inf,0
event://809,68.76,269.95,1,49.9047,284.92,0
event://811,69.04,269.95,0,inf,inf,0
event://807,111.37,89.99,0,inf,inf,0
event://813,110.57,90.07,0,inf,inf,0
event://814,110.47,90.04,0,inf,inf,0
event://815,110.29,90.05,1,44.4316,253.67,0
event://816,110.09,90.01,0,inf,inf,0
event://817,109.75,90.01,1,43.7440,249.74,0
event://819,109.22,89.97,0,inf,inf,0
event://820,71.07,269.97,0,inf,inf,0
event://818,70.49,270.00,0,inf,inf,0
event://821,71.45,269.97,0,inf,inf,0
event://822,71.86,270.04,0,inf,inf,0
event://824,72.62,270.03,0,inf,inf,0
event://823,72.22,270.03,0,inf,inf,0
event://826,106.51,89.96,0,inf,inf,0
event://825,106.98,90.03,0,inf,inf,0
event://827,105.88,90.01,0,inf,inf,0
event://828,109.42,89.99,1,48.9952,279.72,0
event://831,70.62,269.99,0,inf,inf,0
event://829,109.48,90.00,0,inf,inf,0
event://832,109.27,89.99,0,inf,inf,0
event://833,109.21,89.99,1,47.5681,271.58,0
event://830,109.38,90.00,0,inf,inf,0
event://835,108.98,89.99,1,45.5103,259.83,0
event://834,109.05,90.05,1,50.7085,289.51,0
event://836,71.30,269.98,0,inf,inf,0
event://837,71.34,270.03,0,inf,inf,0
event://839,71.83,269.98,1,48.4468,276.59,0
event://841,107.73,90.02,0,inf,inf,0
event://843,107.11,90.01,0,inf,inf,0
event://842,107.36,89.99,0,inf,inf,0
event://838,71.60,269.95,0,inf,inf,0
event://840,107.99,90.02,0,inf,inf,0
event://844,106.80,90.00,0,inf,inf,0
event://846,106.08,89.99,0,inf,inf,0
event://850,104.39,89.97,0,inf,inf,0
event://847,74.25,270.01,1,45.8884,261.99,0
event://849,75.14,269.97,0,inf,inf,0
event://848,74.68,270.08,0,inf,inf,0
event://845,73.49,270.02,1,48.8596,278.95,0
event://851,107.42,90.01,1,47.6320,271.94,0
event://852,72.43,270.00,1,50.7903,289.97,0
event://855,72.62,269.98,0,inf,inf,0
event://857,107.13,90.05,0,inf,inf,0
event://854,107.40,90.01,0,inf,inf,0
event://856,107.24,90.02,1,49.9017,284.90,0
event://858,107.04,89.98,0,inf,inf,0
event://859,106.79,90.01,1,49.4838,282.51,0
event://853,72.56,269.96,0,inf,inf,0
event://860,106.67,89.97,0,inf,inf,0
event://861,106.56,89.96,0,inf,inf,0
event://864,74.06,270.05,1,47.6924,272.29,0
event://865,74.35,269.95,1,43.5793,248.80,0
event://868,104.76,90.00,0,inf,inf,0
event://863,106.17,90.02,0,inf,inf,0
event://867,105.06,89.99,0,inf,inf,0
event://866,105.39,90.01,1,44.3651,253.29,0
event://862,106.34,90.03,0,inf,inf,0
event://869,75.59,270.06,0,inf,inf,0
event://873,76.94,269.91,0,inf,inf,0
event://871,76.25,270.02,0,inf,inf,0
event://872,76.61,270.04,0,inf,inf,0
event://870,104.12,90.02,1,46.5653,265.85,0
event://874,74.35,270.00,0,inf,inf,0
event://876,74.51,270.00,0,inf,inf,0
event://877,105.45,90.01,1,44.7996,255.77,0
event://875,105.55,89.98,0,inf,inf,0
event://879,105.34,90.00,0,inf,inf,0
event://881,74.87,269.96,0,inf,inf,0
event://878,105.39,89.99,0,inf,inf,0
event://882,104.99,89.98,0,inf,inf,0
event://880,105.29,90.01,0,inf,inf,0
event://883,104.66,89.91,1,48.7542,278.35,0
event://884,75.37,269.94,0,inf,inf,0
event://886,104.33,89.99,0,inf,inf,0
event://887,104.10,90.02,0,inf,inf,0
event://885,104.51,89.98,0,inf,inf,0
event://891,103.12,90.04,0,inf,inf,0
event://888,76.10,270.00,0,inf,inf,0
event://889,76.34,269.99,0,inf,inf,0
event://892,77.19,270.11,0,inf,inf,0
event://890,103.43,89.98,0,inf,inf,0
event://896,101.51,89.99,0,inf,inf,0
event://895,78.14,269.97,0,inf,inf,0
event://893,102.53,90.00,0,inf,inf,0
event://894,102.22,89.98,0,inf,inf,0
event://897,103.53,90.02,1,50.1683,286.42,0
event://900,76.42,270.01,0,inf,inf,0
event://898,103.60,90.00,0,inf,inf,0
event://902,103.43,90.04,0,inf,inf,0
event://903,103.34,90.00,0,inf,inf,0
event://901,103.50,89.97,1,47.0607,268.68,0
event://904,103.26,89.97,0,inf,inf,0
event://899,76.42,270.01,1,49.8346,284.52,0
event://907,77.29,269.97,0,inf,inf,0
event://906,102.95,90.02,0,inf,inf,0
event://905,76.90,270.03,0,inf,inf,0
event://908,77.27,269.99,0,inf,inf,0
event://911,102.14,89.94,0,inf,inf,0
event://912,101.94,90.00,0,inf,inf,0
event://909,102.56,90.03,1,48.8968,279.16,0
event://914,78.55,270.01,0,inf,inf,0
event://910,77.65,270.03,0,inf,inf,0
event://913,101.67,90.00,0,inf,inf,0
event://915,101.21,90.01,0,inf,inf,0
event://916,100.96,89.98,0,inf,inf,0
event://919,79.92,270.02,0,inf,inf,0
event://917,79.33,269.98,1,50.6851,289.37,0
event://918,100.31,90.02,1,49.2836,281.37,0
event://920,78.28,269.95,0,inf,inf,0
event://922,78.32,270.01,0,inf,inf,0
event://921,101.69,90.00,0,inf,inf,0
event://923,78.38,270.04,0,inf,inf,0
event://924,78.44,269.96,0,inf,inf,0
event://925,78.46,269.99,1,50.7907,289.98,0
event://927,78.65,269.98,0,inf,inf,0
event://930,78.98,269.99,0,inf,inf,0
event://931,100.85,89.94,0,inf,inf,0
event://929,101.16,90.01,0,inf,inf,0
event://928,78.73,270.00,0,inf,inf,0
event://926,78.55,269.99,0,inf,inf,0
event://932,79.27,269.97,0,inf,inf,0
event://933,100.58,90.02,0,inf,inf,0
event://936,99.99,90.00,0,inf,inf,0
event://935,100.23,90.01,0,inf,inf,0
event://934,100.40,90.02,0,inf,inf,0
event://937,99.81,90.00,1,46.5425,265.72,0
event://939,99.35,90.00,0,inf,inf,0
event://940,99.13,90.00,0,inf,inf,0
event://942,98.63,89.98,0,inf,inf,0
event://941,81.12,270.04,0,inf,inf,0
event://938,99.57,90.01,0,inf,inf,0
event://943,80.24,269.99,0,inf,inf,0
event://945,99.72,89.99,2,44.2292,252.51,0
event://944,80.27,269.99,0,inf,inf,0
event://946,80.35,269.99,1,48.9952,279.73,0
event://947,99.61,90.00,1,47.7099,272.39,0
event://950,99.47,90.02,0,inf,inf,0
event://949,99.51,90.00,0,inf,inf,0
event://953,80.84,269.97,0,inf,inf,0
event://951,80.63,270.01,1,48.0150,274.13,0
event://954,99.08,89.98,0,inf,inf,0
event://948,80.42,270.00,1,47.4819,271.09,0
event://952,80.73,269.98,0,inf,inf,0
event://955,81.06,269.99,0,inf,inf,0
event://959,98.33,89.99,0,inf,inf,0
event://958,81.50,270.01,0,inf,inf,0
event://956,81.19,270.00,0,inf,inf,0
event://960,81.84,269.99,0,inf,inf,0
event://957,98.65,90.02,0,inf,inf,0
event://962,97.80,89.99,0,inf,inf,0
event://961,97.97,90.00,0,inf,inf,0
event://963,97.61,89.99,1,49.7153,283.84,0
event://965,82.87,269.96,0,inf,inf,0
event://964,82.62,269.98,0,inf,inf,0
event://966,82.19,270.01,1,46.4374,265.12,0
event://969,82.25,270.00,0,inf,inf,0
event://967,97.79,90.00,1,48.1901,275.13,0
event://968,97.78,89.99,0,inf,inf,0
event://972,82.39,270.01,1,45.7874,261.41,0
event://971,82.31,270.00,0,inf,inf,0
event://973,82.44,270.00,0,inf,inf,0
event://970,82.28,269.99,0,inf,inf,0
event://974,82.50,270.01,1,45.4014,259.21,0
event://977,82.75,270.00,0,inf,inf,0
event://975,97.41,89.99,0,inf,inf,0
event://978,97.12,90.02,0,inf,inf,0
event://976,97.33,90.02,0,inf,inf,0
event://982,83.33,270.03,0,inf,inf,0
event://981,96.79,90.00,0,inf,inf,0
event://979,82.97,270.00,0,inf,inf,0
event://983,96.50,89.99,0,inf,inf,0
event://980,96.91,89.99,0,inf,inf,0
event://984,83.62,269.99,0,inf,inf,0
event://985,83.79,269.98,0,inf,inf,0
event://986,83.94,269.99,0,inf,inf,0
event://988,95.71,89.97,0,inf,inf,0
event://987,95.90,90.01,1,49.5218,282.73,0
event://989,95.83,90.02,0,inf,inf,0
event://990,84.18,270.00,0,inf,inf,0
event://992,84.19,270.00,0,inf,inf,0
event://995,84.28,270.00,1,48.7241,278.18,0
event://991,95.81,90.01,1,48.9184,279.29,0
event://993,84.21,270.00,0,inf,inf,0
event://994,84.25,269.99,0,inf,inf,0
event://996,84.34,270.00,1,44.2712,252.75,0
event://997,84.37,269.99,0,inf,inf,0
event://1001,95.37,89.98,0,inf,inf,0
event://1004,95.07,90.02,0,inf,inf,0
event://998,95.56,90.02,0,inf,inf,0
event://1002,95.28,89.99,0,inf,inf,0
event://1000,95.43,90.01,0,inf,inf,0
event://999,95.51,90.00,0,inf,inf,0
event://1003,95.18,90.01,1,50.2238,286.74,0
event://1011,85.75,269.96,0,inf,inf,0
event://1005,85.00,270.00,0,inf,inf,0
event://1010,85.57,270.00,0,inf,inf,0
event://1008,85.35,270.00,1,43.9125,250.71,0
event://1009,94.54,90.00,1,46.7730,267.04,0
event://1006,85.12,270.01,0,inf,inf,0
event://1012,93.88,90.00,0,inf,inf,0
event://1007,94.78,90.01,0,inf,inf,0
event://1013,86.11,270.01,0,inf,inf,0
event://1014,86.13,269.99,1,49.9662,285.27,0
event://1015,86.13,270.01,0,inf,inf,0
event://1019,86.21,270.00,2,47.3821,270.52,0
event://1020,86.25,269.99,1,50.1625,286.39,0
event://1016,86.14,270.00,1,50.7724,289.87,0
event://1018,93.82,90.00,1,48.3623,276.11,0
event://1017,93.85,89.99,0,inf,inf,0
event://1024,86.43,270.00,0,inf,inf,0
event://1021,93.70,89.99,0,inf,inf,0
event://1025,86.49,270.01,0,inf,inf,0
event://1022,93.66,90.00,0,inf,inf,0
event://1023,93.62,90.00,0,inf,inf,0
event://1026,93.45,90.01,0,inf,inf,0
event://1027,86.60,270.00,0,inf,inf,0
event://1034,87.14,269.98,0,inf,inf,0
event://1028,86.67,270.00,0,inf,inf,0
event://1033,87.06,270.02,0,inf,inf,0
event://1032,86.98,270.00,0,inf,inf,0
event://1030,93.18,90.01,0,inf,inf,0
event://1035,91.94,90.00,0,inf,inf,0
event://1031,93.11,90.01,0,inf,inf,0
event://1029,86.75,270.01,0,inf,inf,0
event://1036,88.05,270.01,0,inf,inf,0
event://1042,91.88,90.00,0,inf,inf,0
event://1039,88.08,270.00,0,inf,inf,0
event://1040,88.08,269.99,0,inf,inf,0
event://1041,88.10,270.00,0,inf,inf,0
event://1038,88.07,270.00,0,inf,inf,0
event://1037,88.06,270.01,1,45.3119,258.70,0
event://1043,88.13,270.00,0,inf,inf,0
event://1048,88.24,270.00,0,inf,inf,0
event://1049,91.78,89.99,0,inf,inf,0
event://1046,88.20,270.00,1,47.0446,268.59,0
event://1045,88.16,270.00,0,inf,inf,0
event://1047,88.22,270.00,0,inf,inf,0
event://1044,91.85,90.00,0,inf,inf,0
event://1050,88.30,270.01,1,49.5364,282.81,0
event://1052,88.37,270.00,0,inf,inf,0
event://1051,88.34,270.00,0,inf,inf,0
event://1053,88.41,270.00,0,inf,inf,0
event://1057,91.44,89.98,0,inf,inf,0
event://1055,91.50,90.00,0,inf,inf,0
event://1056,88.54,269.99,1,47.0863,268.83,0
event://1054,88.45,270.00,0,inf,inf,0
event://1058,90.00,90.00,0,inf,inf,0
event://1059,90.00,90.00,0,inf,inf,0
event://1060,90.00,270.00,0,inf,inf,0
event://1063,90.00,270.00,0,inf,inf,0
event://1061,90.00,270.00,0,inf,inf,0
event://1062,90.00,270.00,0,inf,inf,0
event://1064,90.00,90.00,0,inf,inf,0
event://1065,90.00,270.00,0,inf,inf,0
event://1066,90.00,90.00,0,inf,inf,0
event://1071,90.00,270.00,0,inf,inf,0
event://1072,90.00,270.00,0,inf,inf,0
event://1069,90.00,270.00,0,inf,inf,0
event://1067,90.00,270.00,0,inf,inf,0
event://1070,90.00,90.00,0,inf,inf,0
event://1073,90.00,90.00,0,inf,inf,0
event://1075,90.00,270.00,0,inf,inf,0
event://1078,90.00,270.00,0,inf,inf,0
event://1079,90.00,270.00,0,inf,inf,0
event://1081,55.93,269.96,0,inf,inf,0
event://1074,90.00,270.00,0,inf,inf,0
event://1077,90.00,90.00,0,inf,inf,0
event://1080,90.00,90.00,0,inf,inf,0
event://1076,90.00,270.00,0,inf,inf,0
event://1082,54.43,270.19,0,inf,inf,0
event://1083,52.98,269.93,0,inf,inf,0
event://1084,52.26,269.90,0,inf,inf,0
event://1085,128.53,90.08,0,inf,inf,0
event://1086,128.98,89.94,0,inf,inf,0
event://1087,129.72,90.01,0,inf,inf,0
event://1088,130.41,89.94,0,inf,inf,0
event://1089,130.93,90.09,0,inf,inf,0
event://1090,131.46,90.03,0,inf,inf,0
event://1091,48.02,270.03,0,inf,inf,0
event://1095,46.52,270.08,0,inf,inf,0
event://1093,132.77,89.94,0,inf,inf,0
event://1092,132.44,90.22,0,inf,inf,0
event://1094,133.18,89.96,0,inf,inf,0
event://1096,46.30,269.94,0,inf,inf,0
event://1097,134.01,89.99,0,inf,inf,0
event://1098,45.79,270.09,0,inf,inf,0
event://1099,134.45,90.02,1,48.1503,274.90,0
event://1100,134.58,89.85,0,inf,inf,0
event://1101,45.34,269.93,0,inf,inf,0
event://1102,134.71,90.05,0,inf,inf,0
event://1105,57.37,270.06,0,inf,inf,0
event://1103,45.27,270.02,0,inf,inf,0
event://1106,124.15,90.22,0,inf,inf,0
event://1104,45.19,270.14,0,inf,inf,0
event://1107,125.04,90.00,0,inf,inf,0
event://1108,54.18,270.21,0,inf,inf,0
event://1109,53.50,269.94,0,inf,inf,0
event://1110,52.78,270.00,0,inf,inf,0
event://1111,52.11,269.94,0,inf,inf,0
event://1113,129.03,90.04,0,inf,inf,0
event://1114,50.49,269.94,0,inf,inf,0
event://1112,128.44,89.98,0,inf,inf,0
event://1117,130.74,90.05,0,inf,inf,0
event://1115,130.05,90.12,0,inf,inf,0
event://1116,49.49,269.98,0,inf,inf,0
event://1118,131.21,89.91,0,inf,inf,0
event://1119,131.63,89.95,0,inf,inf,0
event://1120,131.81,89.91,0,inf,inf,0
event://1121,47.89,269.87,0,inf,inf,0
event://1122,47.68,270.12,1,44.6074,254.67,0
event://1123,47.51,270.10,0,inf,inf,0
event://1125,132.81,89.95,0,inf,inf,0
event://1129,120.79,90.21,0,inf,inf,0
event://1124,132.59,90.04,0,inf,inf,0
event://1130,122.70,89.53,1,49.4190,282.14,0
event://1126,47.08,270.02,0,inf,inf,0
event://1127,132.82,89.97,0,inf,inf,0
event://1128,132.81,89.83,0,inf,inf,0
event://1131,123.14,90.03,0,inf,inf,0
event://1132,55.86,270.10,0,inf,inf,0
event://1133,55.28,269.98,1,46.4776,265.35,0
event://1134,54.69,269.89,0,inf,inf,0
event://1136,126.55,89.92,1,48.4404,276.56,0
event://1137,52.90,269.92,0,inf,inf,0
event://1138,52.49,270.03,0,inf,inf,0
event://1135,125.92,90.00,0,inf,inf,0
event://1139,51.96,269.97,0,inf,inf,0
event://1140,51.43,269.95,0,inf,inf,0
event://1142,129.26,89.86,0,inf,inf,0
event://1143,50.44,269.91,0,inf,inf,0
event://1141,128.89,90.14,0,inf,inf,0
event://1144,50.04,270.05,0,inf,inf,0
event://1145,130.15,89.87,0,inf,inf,0
event://1146,49.66,269.95,0,inf,inf,0
event://1147,49.49,269.83,0,inf,inf,0
event://1153,119.91,89.98,0,inf,inf,0
event://1150,130.82,90.36,1,50.7949,290.00,0
event://1148,130.64,90.14,0,inf,inf,0
event://1149,130.64,90.12,0,inf,inf,0
event://1154,59.72,270.34,0,inf,inf,0
event://1151,49.26,269.92,0,inf,inf,0
event://1152,48.94,270.00,0,inf,inf,0
event://1155,58.45,269.95,0,inf,inf,0
event://1156,122.21,90.01,0,inf,inf,0
event://1158,56.54,269.99,0,inf,inf,0
event://1157,122.83,89.89,0,inf,inf,0
event://1160,55.37,270.07,1,44.8319,255.96,0
event://1159,124.06,89.91,0,inf,inf,0
event://1162,125.67,90.11,0,inf,inf,0
event://1163,53.91,270.06,0,inf,inf,0
event://1161,54.73,269.95,0,inf,inf,0
event://1164,126.46,90.11,0,inf,inf,0
event://1166,127.37,90.00,0,inf,inf,0
event://1167,127.71,89.98,1,43.4708,248.18,0
event://1165,53.05,270.09,0,inf,inf,0
event://1169,51.78,270.07,0,inf,inf,0
event://1168,52.10,269.96,0,inf,inf,0
event://1170,51.58,269.75,0,inf,inf,0
event://1171,128.64,90.04,1,48.9364,279.39,0
event://1172,51.25,269.98,0,inf,inf,0
event://1175,128.82,90.08,1,50.7903,289.97,0
event://1173,51.19,269.95,0,inf,inf,0
event://1174,51.07,270.03,1,46.0471,262.89,0
event://1177,62.17,270.57,0,inf,inf,0
event://1176,50.94,269.99,0,inf,inf,0
event://1178,61.30,270.03,0,inf,inf,0
event://1179,60.41,270.09,0,inf,inf,0
event://1180,120.28,89.95,0,inf,inf,0
event://1181,58.98,269.91,0,inf,inf,0
event://1182,58.34,270.00,0,inf,inf,0
event://1183,122.29,90.07,1,49.4085,282.08,0
event://1184,57.16,269.98,0,inf,inf,0
event://1186,123.87,89.97,0,inf,inf,0
event://1188,124.72,89.87,0,inf,inf,0
event://1187,124.24,90.00,0,inf,inf,0
event://1185,56.63,270.02,0,inf,inf,0
event://1189,55.01,269.88,0,inf,inf,0
event://1190,54.54,270.09,0,inf,inf,0
event://1192,125.97,89.96,0,inf,inf,0
event://1191,54.35,269.92,0,inf,inf,0
event://1193,53.80,270.01,0,inf,inf,0
event://1194,126.29,89.93,0,inf,inf,0
event://1201,64.10,269.93,0,inf,inf,0
event://1196,126.78,90.06,0,inf,inf,0
event://1195,53.38,270.09,0,inf,inf,0
event://1199,53.01,269.54,0,inf,inf,0
event://1197,126.82,90.13,0,inf,inf,0
event://1198,126.92,90.02,0,inf,inf,0
event://1200,127.13,90.02,0,inf,inf,0
event://1202,63.47,269.60,0,inf,inf,0
event://1203,62.13,269.72,0,inf,inf,0
event://1204,118.55,89.92,0,inf,inf,0
event://1205,60.78,269.99,0,inf,inf,0
event://1207,59.57,270.02,0,inf,inf,0
event://1206,60.19,270.03,0,inf,inf,0
event://1209,58.46,269.94,0,inf,inf,0
event://1208,120.93,89.98,2,47.3878,270.55,0
event://1210,121.97,89.97,0,inf,inf,0
event://1211,122.39,90.06,0,inf,inf,0
event://1212,122.81,90.05,0,inf,inf,0
event://1214,56.42,269.90,0,inf,inf,0
event://1216,55.90,270.05,0,inf,inf,0
event://1215,56.19,269.90,0,inf,inf,0
event://1213,123.17,90.13,0,inf,inf,0
event://1217,55.70,270.13,0,inf,inf,0
event://1218,124.49,90.11,0,inf,inf,0
event://1219,55.33,270.01,1,44.3101,252.98,0
event://1225,65.48,270.02,1,49.1777,280.77,0
event://1226,64.78,269.97,0,inf,inf,0
event://1221,55.09,270.17,0,inf,inf,0
event://1223,54.95,270.05,0,inf,inf,0
event://1222,124.89,90.04,0,inf,inf,0
event://1220,55.17,270.01,1,44.8768,256.21,0
